;L, μμ;vt41,tib2,280,2000.csv;Result;fail;Predict
79;392,0;378,48;380,4665228361943;3,9462729787214332;372,85628010523675
80;396,6666666666667;379,8;380,5869330354307;0,6192636022521859;373,0274803899901
81;401,3333333333333;381,528;380,7073432346671;0,6734775264866567;373,1986806747434
82;406,0;381,168;380,8277534339036;0,11576772574040914;373,36988095949675
83;410,6666666666667;383,256;380,94816363314;5,326108696201508;373,54108124425005
84;415,3333333333333;382,872;381,0685738323764;3,2523459420696423;373,7122815290034
85;420,0;382,704;381,1889840316128;2,2952733844682585;373,8834818137567
86;424,6666666666667;381,36;381,3093942308492;0,0025609438713461237;374,05468209851006
87;429,3333333333333;383,472;381,42980443008565;4,170562745777702;374,22588238326335
88;434,0;382,344;381,55021462932206;0,6300952147023112;374,3970826680167
89;438,6666666666667;384,0;381,67062482855846;5,425988689328308;374,56828295277
90;443,3333333333333;385,056;381,79103502779486;10,659996269726385;374,73948323752336
91;448,0;361,176;381,9114452270313;429,95868876321657;374,91068352227666
92;452,6666666666667;326,04;382,0318554262677;3135,087874076064;375,08188380703
93;457,3333333333333;329,232;382,1522656255041;2800,5545138739108;375,2530840917833
94;462,0;333,23999999999995;382,27267582474053;2404,2032985340993;375,42428437653666
95;466,6666666666667;337,60799999999995;382,39308602397693;2005,703930175019;375,59548466128996
96;471,3333333333333;368,76;382,5134962232134;189,15865836194536;375,7666849460433
97;476,0;409,104;382,6339064224498;700,6658540042637;375,9378852307966
98;480,6666666666667;413,328;382,7543166216862;934,7501153173799;376,10908551554996
99;485,3333333333333;415,464;382,8747268209226;1062,0607263405332;376,28028580030326
100;490,0;417,576;382,99513702015906;1195,8360844305348;376,4514860850566
101;494,6666666666667;419,088;383,11554721939547;1294,0173590528245;376,6226863698099
102;499,3333333333333;420,456;383,23595741863187;1385,331569758858;376,79388665456327
103;504,0;420,96;383,3563676178683;1414,0331683305044;376,96508693931656
104;508,6666666666667;420,648;383,4767778171047;1381,6997585701713;377,1362872240699
105;513,3333333333334;421,464;383,59718801634114;1433,8954498057706;377,3074875088232
106;518,0;420,12;383,71759821557754;1325,134855674524;377,47868779357657
107;522,6666666666666;420,696;383,83800841481394;1358,5115436936483;377,64988807832987
108;527,3333333333334;420,72;383,95841861405034;1351,413865995802;377,8210883630832
109;532,0;421,968;384,0788288132868;1435,5892932160586;377,9922886478365
110;536,6666666666666;421,752;384,1992390125232;1410,2098577825598;378,16348893258987
111;541,3333333333334;424,176;384,3196492117596;1588,5286981552692;378,33468921734317
112;546,0;423,48;384,440059410996;1524,1169611929624;378,5058895020965
113;550,6666666666666;423,432;384,5604696102324;1510,995874842626;378,6770897868498
114;555,3333333333334;423,672;384,6808798094689;1520,3074537124457;378,8482900716032
115;560,0;424,2;384,8012900087053;1552,2583489781455;379,01949035635647
116;564,6666666666666;423,6;384,9217002079417;1496,0108748043401;379,1906906411098
117;569,3333333333334;423,36;385,0421104071781;1468,260662847691;379,3618909258631
118;574,0;424,8;385,16252060641455;1571,1297726769124;379,5330912106165
119;578,6666666666666;422,664;385,28293080565095;1397,3443341127106;379,70429149536983
120;583,3333333333334;422,4;385,40334100488735;1368,752776800648;379,8754917801231
121;588,0;421,368;385,52375120412376;1284,8101717406753;380,0466920648764
122;592,6666666666666;421,608;385,64416140336016;1293,3976866051619;380,2178923496298
123;597,3333333333334;420,624;385,7645716025966;1215,1797481936949;380,38909263438313
124;602,0;422,424;385,884981801833;1335,0998508859761;380,56029291913643
125;606,6666666666666;422,448;386,0053920010694;1328,0636777637174;380,7314932038898
126;611,3333333333334;423,288;386,1258022003058;1381,0289453035953;380,9026934886431
127;616,0;422,832;386,2462123995423;1338,5198543458048;381,07389377339643
128;620,6666666666666;422,4;386,3666225987787;1298,404286938845;381,24509405814973
129;625,3333333333334;422,448;386,4870327980151;1293,1911621022327;381,4162943429031
130;630,0;421,968;386,6074429972515;1250,3689915446275;381,5874946276564
131;634,6666666666666;422,136;386,7278531964879;1253,736860059066;381,75869491240974
132;639,3333333333334;421,776;386,84826339572436;1219,9467842976571;381,92989519716303
133;644,0;422,64;386,96867359496076;1272,4435274948485;382,1010954819164
134;648,6666666666666;422,136;387,08908379419717;1228,286335536567;382,2722957666697
135;653,3333333333334;422,616;387,20949399343357;1253,6206675930237;382,44349605142304
136;658,0;421,824;387,32990419267;1189,84264556526;382,61469633617634
137;662,6666666666666;423,096;387,45031439190643;1270,6149024710492;382,7858966209297
138;667,3333333333334;423,072;387,57072459114283;1260,3405556555267;382,957096905683
139;672,0;423,624;387,69113479037924;1291,170802172776;383,12829719043634
140;676,6666666666666;399,072;387,8115449896157;126,79784704088901;383,29949747518964
141;681,3333333333334;357,456;387,9319551888521;928,7838446729202;383,470697759943
142;686,0;336,504;388,0523653880885;2657,2339741838787;383,6418980446963
143;690,6666666666666;316,392;388,1727755873249;5152,4797439179;383,81309832944964
144;695,3333333333334;297,216;388,2931857865613;8295,053770799805;383,98429861420294
145;700,0;302,976;388,41359598579777;7299,5828078324075;384,1554988989563
146;704,6666666666666;330,768;388,5340061850342;3336,9114705694096;384,3266991837096
147;709,3333333333334;336,552;388,6544163842706;2714,661793079905;384,49789946846295
148;714,0;343,488;388,774826583507;2050,8966620046344;384,66909975321624
149;718,6666666666666;348,16799999999995;388,89523678274344;1658,7078159576542;384,8403000379696
150;723,3333333333334;352,44;389,01564698197984;1337,7779521504112;385,0115003227229
151;728,0;353,832;389,13605718121624;1246,3764534545867;385,18270060747625
152;732,6666666666666;354,624;389,25646738045265;1199,407796858115;385,35390089222955
153;737,3333333333334;354,86400000000003;389,3768775796891;1191,1387188306048;385,5251011769829
154;742,0;356,232;389,4972877789255;1106,579371014729;385,6963014617362
155;746,6666666666666;358,176;389,6176979781619;988,5803717499517;385,86750174648955
156;751,3333333333334;358,008;389,7381081773983;1006,7997649494007;386,0387020312429
157;756,0;359,472;389,8585183766347;923,3404990535607;386,2099023159962
158;760,6666666666666;361,584;389,9789285758712;806,2719688288255;386,3811026007495
159;765,3333333333334;362,28;390,0993387751076;773,9156098842058;386,55230288550285
160;770,0;362,136;390,219748974344;788,6969564539655;386,7235031702562
161;774,6666666666666;362,256;390,3401591735804;788,7199964870011;386,8947034550095
162;779,3333333333334;363,624;390,46056937281685;720,2014557020101;387,06590373976286
163;784,0;365,472;390,58097957205325;630,4608551497885;387,23710402451616
164;788,6666666666666;366,576;390,70138977128966;582,0344316166464;387,4083043092695
165;793,3333333333334;368,928;390,82179997052606;479,33847714940697;387,5795045940228
166;798,0;371,136;390,94221016976246;392,285961288801;387,75070487877616
167;802,6666666666666;372,36;391,0626203689989;349,78800866689284;387,92190516352946
168;807,3333333333334;371,904;391,1830305682353;371,6810196509522;388,0931054482828
169;812,0;371,4;391,3034407674717;396,14695438425645;388,2643057330361
170;816,6666666666666;371,76;391,42385096670813;386,6670348409086;388,43550601778946
171;821,3333333333334;374,088;391,5442611659446;304,7210538936644;388,60670630254276
172;826,0;372,696;391,664671365181;359,81049336023636;388,7779065872961
173;830,6666666666666;370,344;391,7850815644174;459,7199786519998;388,9491068720494
174;835,3333333333334;370,776;391,9054917636538;446,4554221903133;389,12030715680277
175;840,0;371,28;392,0259019628902;430,3924482538527;389,29150744155606
176;844,6666666666666;368,73599999999993;392,14631216212666;548,0427155282187;389,4627077263094
177;849,3333333333334;371,928;392,26672236136307;413,6636272926101;389,6339080110627
178;854,0;372,912;392,38713256059947;379,2807882529225;389,80510829581607
179;858,6666666666666;373,656;392,50754275983587;355,38066442592003;389,97630858056937
180;863,3333333333334;372,696;392,62795295907233;397,2827487626712;390,1475088653227
181;868,0;374,448;392,74836315830873;334,9032917259844;390,318709150076
182;872,6666666666666;373,56;392,86877335754514;372,8287285730448;390,48990943482937
183;877,3333333333334;376,224;392,98918355678154;281,0713796925785;390,66110971958267
184;882,0;376,032;393,10959375601794;291,64420849558365;390,832310004336
185;886,6666666666666;375,528;393,2300039552544;313,3609440318418;391,0035102890893
186;891,3333333333334;374,496;393,3504141544908;355,488933109064;391,1747105738427
187;896,0;376,848;393,4708243537272;276,318289494866;391,34591085859597
188;900,6666666666666;359,59200000000004;393,5912345529636;1155,947950187432;391,5171111433493
189;905,3333333333334;337,368;393,7116447522001;3174,6063039621235;391,6883114281026
190;910,0;330,696;393,8320549514365;3986,161434830803;391,859511712856
191;914,6666666666666;329,76;393,9524651506729;4120,672582120354;392,0307119976093
192;919,3333333333334;326,30400000000003;394,0728753499093;4592,620466191538;392,2019122823626
193;924,0;342,336;394,1932855491457;2689,1780645256326;392,3731125671159
194;928,6666666666666;367,296;394,31369574838214;729,955883552147;392,5443128518693
195;933,3333333333334;377,928;394,43410594761855;272,4515335540085;392,7155131366226
196;938,0;381,576;394,55451614685495;168,4418813741741;392,88671342137593
197;942,6666666666666;385,392;394,67492634609135;86,17272154695705;393,0579137061292
198;947,3333333333334;388,872;394,7953365453278;35,08591582921587;393,2291139908826
199;956,6666666666666;391,536;395,0361569438006;12,251098631235687;393,57151456038923
200;961,3333333333334;393,264;395,156567143037;3,5818103909032817;393,7427148451426
201;966,0;396,24;395,2769773422734;0,9274126392947715;393,9139151298959
202;970,6666666666666;397,272;395,3973875415099;3,514171869526317;394,0851154146492
203;975,3333333333334;396,312;395,5177977407463;0,6307572286037175;394,25631569940253
204;980,0;396,216;395,6382079399827;0,3338436646190538;394,4275159841559
205;984,6666666666666;395,664;395,7586181392191;0,008952592269286483;394,5987162689092
206;989,3333333333334;394,752;395,87902833845556;1,2701928756818677;394,76991655366254
207;994,0;394,752;395,99943853769196;1,556102905319027;394,94111683841584
208;998,6666666666666;394,704;396,11984873692836;2,0046276458616137;395,1123171231692
209;1003,3333333333334;394,032;396,24025893616476;4,8764075291516145;395,2835174079225
210;1008,0;393,84;396,36066913540117;6,353772890164194;395,45471769267584
211;1012,6666666666666;394,032;396,4810793346376;5,99798958734917;395,62591797742914
212;1017,3333333333334;393,792;396,60148953387403;7,893231440947867;395,7971182621825
213;1022,0;395,856;396,72189973311043;0,749782347800729;395,9683185469358
214;1026,6666666666667;396,912;396,84230993234684;0,004856705529499417;396,13951883168914
215;1031,3333333333333;399,6;396,9627201315833;6,955245104356146;396,31071911644244
216;1036,0;399,888;397,0831303308197;7,867293861087479;396,4819194011958
217;1040,6666666666667;400,512;397,2035405300561;10,945904064261459;396,6531196859491
218;1045,3333333333333;399,72;397,3239507292925;5,741052107658048;396,82431997070245
219;1050,0;401,16;397,4443609285289;13,80597370944274;396,99552025545574
220;1054,6666666666667;399,6;397,56477112776537;4,142156562377543;397,1667205402091
221;1059,3333333333333;399,432;397,68518132700177;3,051375476335349;397,3379208249624
222;1064,0;399,168;397,8055915262382;1,856156849378044;397,50912110971575
223;1068,6666666666667;399,672;397,9260017254746;3,048509974645841;397,68032139446905
224;1073,3333333333333;398,64;398,04641192471104;0,3523468031252388;397,8515216792224
225;1078,0;400,08;398,16682212394744;3,6602495854169215;398,0227219639757
226;1082,6666666666667;400,656;398,28723232318384;5,611060306729039;398,19392224872905
227;1087,3333333333333;402,12;398,40764252242025;13,781598041342342;398,36512253348235
228;1092,0;402,624;398,52805272165665;16,776784106968492;398,5363228182357
229;1096,6666666666667;403,032;398,6484629208931;19,215397323904813;398,707523102989
230;1101,3333333333333;401,424;398,7688731201295;7,049698748210673;398,87872338774235
231;1106,0;401,4;398,8892833193659;6,30369825041412;399,04992367249565
232;1110,6666666666667;400,296;399,0096935186023;1,6545843640856632;399,221123957249
233;1115,3333333333333;398,88;399,1301037178388;0,06255186967678171;399,3923242420023
234;1120,0;396,936;399,2505139170752;5,3569746723348;399,56352452675566
235;1124,6666666666667;390,0;399,3709241163116;87,81421879367005;399,73472481150895
236;1129,3333333333333;354,072;399,491334315548;2062,915929667515;399,9059250962623
237;1134,0;346,2;399,61174451478445;2852,814452112608;400,07712538101566
238;1138,6666666666667;342,504;399,73215471402085;3275,0616919719046;400,24832566576896
239;1143,3333333333333;339,216;399,85256491325725;3676,79300447966;400,41952595052226
240;1148,0;343,584;399,97297511249366;3179,716514237429;400,5907262352756
241;1152,6666666666667;378,696;400,0933853117301;457,8480981786426;400,76192652002896
242;1157,3333333333333;385,56;400,2137955109665;214,73372287722248;400,93312680478226
243;1162,0;389,448;400,3342057102029;118,50947476485518;401,10432708953556
244;1166,6666666666667;393,168;400,4546159094393;53,094771411694204;401,2755273742889
245;1171,3333333333333;395,568;400,57502610867573;25,070310452960577;401,44672765904227
246;1176,0;396,072;400,6954363079122;21,37616329332067;401,61792794379556
247;1180,6666666666667;398,256;400,8158465071486;6,552814140160991;401,7891282285489
248;1185,3333333333333;397,944;400,936256706385;8,953600196905878;401,9603285133022
249;1190,0;398,376;401,0566669056214;7,185975058893929;402,13152879805557
250;1194,6666666666667;398,73599999999993;401,17707710485786;5,958857431861548;402,30272908280887
251;1199,3333333333333;398,784;401,29748730409426;6,317618427843078;402,4739293675622
252;1204,0;397,2;401,41789750333066;17,790659348603146;402,6451296523155
253;1208,6666666666667;397,944;401,53830770256707;12,919047860732828;402,8163299370689
254;1213,3333333333333;397,584;401,65871790180347;16,60332597927765;402,98753022182217
255;1218,0;397,416;401,77912810103993;19,036886826084334;403,1587305065755
256;1222,6666666666667;396,12;401,89953830027633;33,403062964361;403,3299307913288
257;1227,3333333333333;397,872;402,01994849951274;17,205476754609844;403,5011310760822
258;1232,0;397,68;402,14035869874914;19,894799721507056;403,67233136083547
259;1236,6666666666667;399,552;402,2607688979856;7,337428942694005;403,8435316455888
260;1241,3333333333333;399,984;402,381179097222;5,746467624158188;404,0147319303421
261;1246,0;400,944;402,5015892964584;2,426084416441738;404,1859322150955
262;1250,6666666666667;401,016;402,6219994956948;2,5792343801719166;404,3571324998488
263;1255,3333333333333;401,28;402,7424096949312;2,138642115828879;404,5283327846021
264;1260,0;402,36;402,86281989416767;0,2528278459707746;404,6995330693554
265;1264,6666666666667;403,752;402,9832300934041;0,5910071692875226;404,8707333541088
266;1269,3333333333333;406,464;403,1036402926405;11,292017362845366;405,0419336388621
267;1274,0;405,672;403,2240504918769;5,992456794320347;405,21313392361543
268;1278,6666666666667;407,352;403,34446069111334;16,060371312271567;405,3843342083687
269;1283,3333333333333;405,744;403,46487089034974;5,194429498455299;405,5555344931221
270;1288,0;406,512;403,58528108958615;8,565683580574056;405,7267347778754
271;1292,6666666666667;404,52;403,70569128882255;0,6630986770994505;405,89793506262873
272;1297,3333333333333;404,544;403,82610148805895;0,5153782734471452;406,06913534738203
273;1302,0;403,32;403,9465116872954;0,3925168943177535;406,2403356321354
274;1306,6666666666667;404,832;404,0669218865318;0,585344519708026;406,41153591688874
275;1311,3333333333333;403,128;404,1873320857682;1,1221844679380748;406,58273620164204
276;1316,0;405,072;404,3077422850046;0,5840898549299608;406,75393648639533
277;1320,6666666666667;406,128;404,4281524842411;2,889481576831718;406,9251367711487
278;1325,3333333333333;408,192;404,5485626834775;13,27463547942884;407,096337055902
279;1330,0;408,312;404,6689728827139;13,271646577282047;407,26753734065534
280;1334,6666666666667;409,2;404,7893830819503;19,453541597786213;407,43873762540863
281;1339,3333333333333;408,192;404,9097932811867;10,772880945023257;407,609937910162
282;1344,0;409,464;405,03020348042315;19,658551577011742;407,78113819491534
283;1348,6666666666667;409,296;405,15061367965956;17,184227744865613;407,95233847966864
284;1353,3333333333333;385,872;405,27102387889596;376,3221274539751;408,12353876442194
285;1358,0;367,992;405,39143407813236;1398,717669364567;408,2947390491753
286;1362,6666666666667;362,952;405,5118442773688;1811,3403449138839;408,46593933392865
287;1367,3333333333333;357,408;405,6322544766052;2325,578719824378;408,63713961868194
288;1372,0;354,09599999999995;405,75266467584163;2668,41100543235;408,8083399034353
289;1376,6666666666667;376,176;405,87307487507803;881,9162561359916;408,9795401881886
290;1381,3333333333333;393,696;405,99348507431444;151,22813915298565;409,15074047294195
291;1386,0;397,68;406,1138952735509;71,13058948522401;409,32194075769524
292;1390,6666666666667;401,952;406,2343054727873;18,33814016226406;409,4931410424486
293;1395,3333333333333;404,4;406,3547156720237;3,820913358455159;409,6643413272019
294;1400,0;405,264;406,4751258712601;1,4668258760355226;409,83554161195525
295;1404,6666666666667;406,44;406,59553607049656;0,024191469225512897;410,00674189670855
296;1409,3333333333333;408,216;406,71594626973297;2,2501611936880646;410,1779421814619
297;1414,0;408,384;406,83635646896937;2,3952004991410005;410,3491424662152
298;1418,6666666666667;410,16;406,9567666682058;10,260703777917701;410,52034275096855
299;1423,3333333333333;410,064;407,0771768674422;8,921112425182658;410,69154303572185
300;1428,0;409,44;407,19758706667864;5,028415763526913;410,8627433204752
301;1432,6666666666667;409,776;407,31799726591504;6,041777440769193;411,0339436052285
302;1437,3333333333333;410,784;407,43840746515144;11,192989409234341;411,20514388998185
303;1442,0;410,112;407,55881766438785;6,518740038882054;411,37634417473515
304;1446,6666666666667;411,192;407,6792278636243;12,339568082097513;411,5475444594885
305;1451,3333333333333;411,576;407,7996380628607;14,260909480274588;411,7187447442418
306;1456,0;411,552;407,9200482620971;13,191073426455963;411,88994502899516
307;1460,6666666666667;410,088;408,0404584613335;4,1924263525648096;412,06114531374845
308;1465,3333333333333;409,464;408,1608686605699;1,6981512878048368;412,2323455985018
309;1470,0;409,44;408,2812788598064;1,3426346807316032;412,4035458832551
310;1474,6666666666667;409,104;408,4016890590428;0,4932406577881938;412,57474616800846
311;1479,3333333333333;408,912;408,5220992582792;0,15202258839442534;412,74594645276176
312;1484,0;410,592;408,6425094575156;3,8005133752361115;412,9171467375151
313;1488,6666666666667;411,696;408,76291965675205;8,602960299947686;413,0883470222684
314;1493,3333333333333;410,256;408,88332985598845;1,8842233242606128;413,25954730702176
315;1498,0;411,648;409,00374005522485;6,992110655542395;413,43074759177506
316;1502,6666666666667;413,136;409,12415025446126;16,094938380779478;413,6019478765284
317;1507,3333333333333;413,52;409,24456045369766;18,279383314085813;413,7731481612817
318;1512,0;413,976;409,3649706529341;21,2615916395028;413,94434844603506
319;1516,6666666666667;416,184;409,4853808521705;44,87149848766807;414,1155487307884
320;1521,3333333333333;415,152;409,6057910514069;30,760433701453756;414,2867490155417
321;1526,0;413,352;409,7262012506433;13,146416570836228;414,457949300295
322;1530,6666666666667;414,096;409,8466114498798;18,057303049892788;414,62914958504837
323;1535,3333333333333;414,576;409,9670216491162;21,242681438915838;414,8003498698017
324;1540,0;414,0;410,0874318483526;15,3081895412856;414,971550154555
325;1544,6666666666667;415,224;410,207842047589;25,161840603536042;415,1427504393084
326;1549,3333333333333;417,552;410,3282522468254;52,182531601495384;415,31395072406167
327;1554,0;417,528;410,44866244606186;50,11702020259913;415,485151008815
328;1558,6666666666667;416,376;410,56907264529826;33,720405302783035;415,6563512935683
329;1563,3333333333333;416,928;410,68948284453467;38,919096299035246;415,8275515783216
330;1568,0;416,496;410,80989304377107;32,33181231767482;415,998751863075
331;1572,6666666666667;414,504;410,93030324300753;12,77130851093864;416,1699521478283
332;1577,3333333333333;377,904;411,05071344224393;1098,7046120222349;416,3411524325816
333;1582,0;341,016;411,17112364148034;4921,741373151391;416,512352717335
334;1586,6666666666667;333,0;411,29153384071674;6129,564271132094;416,6835530020883
335;1591,3333333333333;327,72;411,41194403995314;7004,341497186643;416,8547532868416
336;1596,0;324,504;411,5323542391896;7573,934441581868;417,0259535715949
337;1600,6666666666667;358,632;411,652764438426;2811,201461635059;417,1971538563483
338;1605,3333333333333;393,744;411,7731746376624;325,0511381153284;417,3683541411016
339;1610,0;400,416;411,89358483689887;131,73495368821088;417,53955442585493
340;1614,6666666666667;404,28;412,01399503613527;59,81467921896542;417,7107547106082
341;1619,3333333333333;408,144;412,1344052353717;15,923333942481616;417,8819549953616
342;1624,0;409,248;412,2548154346081;9,040939057797413;418,0531552801149
343;1628,6666666666667;411,816;412,3752256338445;0,3127333095487888;418,22435556486823
344;1633,3333333333333;413,4;412,4956358330809;0,8178745464072682;418,39555584962153
345;1638,0;414,792;412,61604603231734;4,734775669473783;418,5667561343749
346;1642,6666666666667;414,216;412,73645623155375;2,189049762748168;418,7379564191282
347;1647,3333333333333;414,288;412,85686643079015;2,04814329291936;418,90915670388154
348;1652,0;413,544;412,9772766300266;0,321175378073978;419,08035698863483
349;1656,6666666666667;413,832;413,097686829263;0,5392158327178003;419,2515572733882
350;1661,3333333333333;414,096;413,2180970284994;0,7707136273695641;419,4227575581415
351;1670,6666666666667;415,656;413,4589174269722;4,827171832702393;419,76515812764814
352;1675,3333333333333;416,424;413,5793276262086;8,092160914211739;419,9363584124015
353;1680,0;416,304;413,6997378254451;6,7821814738173645;420,1075586971548
354;1684,6666666666667;416,016;413,8201480246815;4,821765897510303;420,27875898190814
355;1689,3333333333333;415,68;413,9405582239179;3,02565769237971;420,44995926666144
356;1694,0;415,44;414,06096842315435;1,9017280899373945;420,6211595514148
357;1698,6666666666667;415,368;414,18137862239075;1,408070293799256;420,7923598361681
358;1703,3333333333333;415,704;414,30178882162716;1,966196188753782;420,96356012092144
359;1708,0;417,144;414,42219902086356;7,40820057002812;421,1347604056748
360;1712,6666666666667;418,872;414,54260922009996;18,743624525083582;421,3059606904281
361;1717,3333333333333;419,016;414,6630194193364;18,948439935634394;421,4771609751814
362;1722,0;420,792;414,7834296185728;36,102918028563586;421,64836125993475
363;1726,6666666666667;421,272;414,9038398178092;40,5534641060399;421,8195615446881
364;1731,3333333333333;420,552;415,02425001704563;30,556019874052257;421,9907618294414
365;1736,0;420,024;415,1446602162821;23,80795672497234;422,1619621141947
366;1740,6666666666667;421,848;415,2650704155185;43,33496191424203;422,33316239894805
367;1745,3333333333333;421,224;415,3854806147549;34,08830861188273;422,5043626837014
368;1750,0;422,136;415,5058908139913;43,958347818397264;422,6755629684547
369;1754,6666666666667;420,84;415,6263010132277;27,182657124670214;422,846763253208
370;1759,3333333333333;420,576;415,74671121246416;23,322030193419565;423,01796353796135
