;L, μμ;vt18u,uncoated,200,2000.csv;Result;fail;Predict
221;790,0;403,44;401,5415020742122;3,6042943742206095;384,7880583635161
222;793,3333333333334;402,672;401,5765042002528;1,2001110472637528;384,83192653763837
223;796,6666666666666;403,8;401,6115063262935;4,789504559853325;384,8757947117606
224;800,0;402,888;401,64650845233416;1,5413012629256646;384,9196628858829
225;803,3333333333334;404,472;401,68151057837485;7,786831212201725;384,9635310600051
226;806,6666666666666;405,0;401,7165127044155;10,78128882026486;385,0073992341274
227;810,0;405,192;401,7515148304562;11,836938201850966;385,0512674082496
228;813,3333333333334;406,824;401,7865169564968;25,37623541358213;385,0951355823718
229;816,6666666666666;406,056;401,8215190825375;17,93082864035374;385,1390037564941
230;820,0;406,344;401,8565212085782;20,13746590346027;385,18287193061633
231;823,3333333333334;405,288;401,89152333461885;11,53605373847871;385,2267401047386
232;826,6666666666666;410,04;401,92652546065955;65,82846910052609;385,27060827886083
233;830,0;409,728;401,9615275867002;60,31809374654718;385,3144764529831
234;833,3333333333334;410,184;401,9965297127409;67,03466970475135;385,35834462710534
235;836,6666666666666;410,376;402,0315318387815;69,63014889358855;385,40221280122756
236;840,0;409,536;402,0665339648222;55,79292285067459;385,44608097534984
237;843,3333333333334;406,104;402,10153609086285;16,01971734394531;385,48994914947207
238;846,6666666666666;402,192;402,13653821690355;0,0030760093842389603;385,53381732359435
239;850,0;402,408;402,17154034294424;0,05591316941493477;385,5776854977166
240;853,3333333333334;402,576;402,2065424689849;0,13649886722380578;385,62155367183885
241;856,6666666666666;404,016;402,2415445950256;3,148691984243027;385,6654218459611
242;860,0;404,064;402,2765467210662;3,1949892243712306;385,7092900200833
243;863,3333333333334;404,832;402,3115488471069;6,352674014120097;385,7531581942056
244;866,6666666666666;405,384;402,34655097314754;9,226096590727023;385,7970263683278
245;870,0;405,048;402,38155309918824;7,109939074848659;385,8408945424501
246;873,3333333333334;406,224;402,4165552252289;14,496635712931853;385,8847627165723
247;876,6666666666666;405,216;402,45155735126957;7,642143158119755;385,9286308906946
248;880,0;404,16;402,4865594773102;2,800403182980365;385,9724990648168
249;883,3333333333334;402,624;402,5215616033509;0,010493625108042444;386,01636723893904
250;886,6666666666666;399,912;402,5565637293916;6,993717318813717;386,0602354130613
251;890,0;397,08;402,59156585543224;30,377358178766652;386,10410358718354
252;893,3333333333334;395,496;402,62656798147293;50,844999738407225;386,1479717613058
253;896,6666666666666;394,632;402,66157010751357;64,47399611147539;386,19183993542805
254;900,0;392,976;402,69657223355426;94,48952454774614;386,23570810955033
255;903,3333333333334;394,152;402,7315743595949;73,6090961918185;386,27957628367255
256;906,6666666666666;395,496;402,7665764856356;52,861282433477534;386,3234444577948
257;910,0;397,536;402,80157861167623;27,726318115742203;386,36731263191706
258;913,3333333333334;399,696;402,83658073771693;9,863247370118444;386,4111808060393
259;916,6666666666666;401,64;402,8715828637576;1,5167963503014632;386,45504898016156
260;920,0;402,288;402,90658498979826;0,3826473896037019;386,4989171542838
261;923,3333333333334;401,856;402,94158711583896;1,1784993860755555;386,54278532840607
262;926,6666666666666;401,784;402,9765892418796;1,422269099846965;386,5866535025283
263;930,0;402,384;403,0115913679203;0,39387092508804133;386,6305216766506
264;933,3333333333334;401,424;403,0465934939609;2,6328096466443993;386,6743898507728
265;936,6666666666666;401,448;403,0815956200016;2,668634649688551;386,718258024895
266;940,0;401,73599999999993;403,11659774604226;1,906050136377152;386,7621261990173
267;943,3333333333334;401,73599999999993;403,15159987208295;2,003922997841466;386,8059943731395
268;946,6666666666666;402,144;403,1866019981236;1,0870189264912957;386,8498625472618
269;950,0;387,12;403,2216041241643;259,26165537130424;386,89373072138403
270;953,3333333333334;347,87999999999994;403,256606250205;3066,568519790248;386,9375988955063
271;956,6666666666666;306,23999999999995;403,2916083762456;9419,014688416159;386,98146706962854
272;960,0;268,296;403,3266105022863;18233,265772620158;387,02533524375076
273;963,3333333333334;241,368;403,36161262832695;26241,93053237645;387,06920341787304
274;966,6666666666666;255,864;403,39661475436765;21765,872416260656;387,11307159199526
275;970,0;292,344;403,4316168804083;12340,458624168374;387,15693976611755
276;973,3333333333334;330,984;403,466619006449;5253,730058034042;387,20080794023977
277;976,6666666666666;365,616;403,5016211324896;1435,320288594545;387,24467611436205
278;980,0;390,768;403,5366232585303;163,03773991828197;387,2885442884843
279;983,3333333333334;391,632;403,571625384571;142,55465432389224;387,3324124626065
280;986,6666666666666;396,024;403,60662751061164;57,49623996468454;387,3762806367288
281;990,0;401,592;403,64162963665234;4,200981647443665;387,420148810851
282;993,3333333333334;404,04;403,676631762693;0,13203647588362738;387,4640169849733
283;996,6666666666666;406,776;403,7116338887337;9,39033966387758;387,5078851590955
284;1000,0;407,664;403,7466360147743;15,345740592743198;387,5517533332178
285;1003,3333333333334;409,056;403,781638140815;27,818893021625218;387,59562150734
286;1006,6666666666666;406,968;403,81664026685564;9,931068167683785;387,63948968146224
287;1010,0;409,32;403,85164239289634;29,902934919168416;387,6833578555845
288;1013,3333333333334;408,72;403,88664451893703;23,361325206321695;387,72722602970674
289;1016,6666666666666;409,896;403,92164664497767;35,692898010666745;387,771094203829
290;1020,0;409,656;403,95664877101837;32,48260443129454;387,81496237795125
291;1023,3333333333334;410,832;403,991650897059;46,79037585010561;387,8588305520735
292;1026,6666666666667;411,096;404,0266530230997;49,97566667980949;387,90269872619575
293;1030,0;412,68;404,06165514914034;74,27586796833941;387,946566900318
294;1033,3333333333333;414,288;404,09665727518103;103,86346653472076;387,99043507444026
295;1036,6666666666667;416,712;404,13165940122167;158,26496958127007;388,0343032485625
296;1040,0;419,952;404,16666152726236;249,17691069889094;388,07817142268476
297;1043,3333333333333;423,336;404,201663653303;366,12282742853034;388,122039596807
298;1046,6666666666667;422,472;404,2366657793437;332,5274141390381;388,16590777092927
299;1050,0;422,352;404,2716679053844;326,8984086515864;388,2097759450515
300;1053,3333333333333;422,664;404,306670031425;336,9915635751403;388,2536441191737
301;1056,6666666666667;419,52;404,3416721574657;230,3816360954507;388,297512293296
302;1060,0;417,624;404,37667428350636;175,49163863887432;388,3413804674182
303;1063,3333333333333;417,936;404,41167640954706;182,90732857928143;388,3852486415405
304;1066,6666666666667;419,76;404,4466785355877;234,4978142724304;388,4291168156627
305;1070,0;419,4;404,4816806616284;222,5562518816317;388,472984989785
306;1073,3333333333333;420,12;404,516682787669;243,46350802862418;388,51685316390723
307;1076,6666666666667;421,896;404,5516849137097;300,8252658125171;388,5607213380295
308;1080,0;420,912;404,5866870397504;266,5158432500923;388,60458951215173
309;1083,3333333333333;420,192;404,62168916579105;242,43457947388472;388,64845768627396
310;1086,6666666666667;419,28;404,65669129183175;213,84115757438863;388,69232586039624
311;1090,0;421,2;404,6916934178724;272,5241862095175;388,73619403451846
312;1093,3333333333333;420,72;404,7266955439131;255,78578742509058;388,78006220864074
313;1096,6666666666667;421,32;404,7616976699537;274,1773760532159;388,82393038276297
314;1100,0;419,784;404,7966997959944;224,61916740498563;388,86779855688525
315;1103,3333333333333;418,392;404,83170192203505;183,88168396325977;388,9116667310075
316;1106,6666666666667;417,24;404,86670404807575;153,09845271390535;388,9555349051297
317;1110,0;415,752;404,9017061741164;117,72887610800832;388,999403079252
318;1113,3333333333333;416,616;404,9367083001571;136,40585461001942;389,0432712533742
319;1116,6666666666667;419,016;404,9717104261978;197,24206963281046;389,0871394274965
320;1120,0;418,992;405,0067125522384;195,58826499651835;389,1310076016187
321;1123,3333333333333;418,8;405,0417146782791;189,29041499388092;389,174875775741
322;1126,6666666666667;420,36;405,07671680431974;233,57874523936292;389,2187439498632
323;1130,0;420,6;405,11171893036044;239,88685049215587;389,26261212398543
324;1133,3333333333333;417,552;405,1467210564011;153,89094566849934;389,3064802981077
325;1136,6666666666667;417,024;405,1817231824418;140,23952022367706;389,35034847222994
326;1140,0;417,24;405,2167253084824;144,55913430768763;389,3942166463522
327;1143,3333333333333;416,04;405,2517274345231;116,38682494702188;389,43808482047444
328;1146,6666666666667;415,776;405,2867295605638;110,02479435163033;389,4819529945967
329;1150,0;417,84;405,32173168660444;156,70704156616276;389,52582116871895
330;1153,3333333333333;418,632;405,35673381264513;176,2326923451276;389,5696893428412
331;1156,6666666666667;418,128;405,39173593868577;162,2124222395241;389,61355751696345
332;1160,0;418,416;405,42673806472646;168,72092562314592;389,6574256910857
333;1163,3333333333333;417,48;405,4617401907671;144,4385688422232;389,70129386520796
334;1166,6666666666667;416,424;405,4967423168078;119,40496047488256;389,7451620393302
335;1170,0;417,048;405,53174444284844;132,62414205762434;389,78903021345246
336;1173,3333333333333;418,536;405,56674656888913;168,2015345603811;389,8328983875747
337;1176,6666666666667;417,984;405,6017486949298;153,32014738191157;389,87676656169697
338;1180,0;417,888;405,63675082097046;150,09310644667136;389,9206347358192
339;1183,3333333333333;418,944;405,67175294701116;176,15254183557147;389,9645029099414
340;1186,6666666666667;417,696;405,7067550730518;143,7419939183539;390,0083710840637
341;1190,0;415,8;405,7417571990925;101,16824824200799;390,0522392581859
342;1193,3333333333333;397,848;405,7767593251331;62,865224435885324;390,0961074323082
343;1196,6666666666667;377,472;405,8117614511738;803,1420791094389;390,1399756064304
344;1200,0;348,456;405,84676357721446;3293,699743975724;390,1838437805527
345;1203,3333333333333;339,79200000000003;405,88176570325516;4367,857130711157;390,22771195467493
346;1206,6666666666667;339,336;405,91676782929585;4432,998644738595;390,27158012879715
347;1210,0;355,368;405,9517699553365;2558,7177828944027;390,31544830291944
348;1223,3333333333333;376,056;406,09177845949915;902,1479876681143;390,49092099940844
349;1226,6666666666667;405,552;406,12678058553985;0,3303727215135063;390,53478917353067
350;1230,0;415,488;406,1617827115805;86,97832891081502;390,5786573476529
351;1233,3333333333333;417,048;406,1967848376212;117,74887050024003;390,6225255217752
352;1236,6666666666667;416,568;406,2317869636618;106,83729993256703;390,6663936958974
353;1240,0;418,92;406,2667890897025;160,10374634047176;390,7102618700197
354;1243,3333333333333;415,536;406,3017912157432;85,27061187124532;390,7541300441419
355;1246,6666666666667;417,264;406,33679334178385;119,40384535136367;390,7979982182642
356;1250,0;418,272;406,37179546782454;141,61486790760915;390,8418663923864
357;1253,3333333333333;423,0;406,4067975938652;275,33436609095844;390,88573456650863
358;1256,6666666666667;423,768;406,4417997199059;300,1972161459328;390,9296027406309
359;1260,0;427,896;406,4768018459465;458,782049562609;390,97347091475314
360;1263,3333333333333;427,752;406,5118039719872;451,1459273084109;391,0173390888754
361;1266,6666666666667;427,536;406,54680609802784;440,5462606545852;391,06120726299764
362;1270,0;428,808;406,58180822406854;494,003600860483;391,1050754371199
363;1273,3333333333333;428,184;406,6168103501092;465,143669394359;391,14894361124215
364;1276,6666666666667;429,816;406,65181247614987;536,5795836400928;391,19281178536437
365;1280,0;431,016;406,68681460219057;591,9092621209847;391,23667995948665
366;1283,3333333333333;432,264;406,7218167282312;652,4031262886263;391,2805481336089
367;1286,6666666666667;431,64;406,7568188542719;619,1727039311178;391,32441630773116
368;1290,0;433,488;406,79182098031254;712,6859742512011;391,3682844818534
369;1293,3333333333333;434,784;406,82682310635323;781,6037398626563;391,41215265597566
370;1296,6666666666667;433,2;406,86182523239387;693,6994500889637;391,4560208300979
371;1300,0;438,48;406,89682735843456;997,4967941069286;391,4998890042201
372;1303,3333333333333;441,072;406,9318294844752;1165,551242829109;391,5437571783424
